Problem,M,Run,Seed,Stage,View,SelectionRule,Truth,TruthType,Horizon,NumberOfCheckpoints,ValidPrecisionCheckpoints,MeanSelectedRate,MeanPrecision,MeanRecall,MeanChance,MeanLift,MeanAUC,MeanRetentionRate
DTLZ2,10,10,11010,"S2_(0.25,0.50]",score_v,top25,population_final,retention,FINAL,21,21,0.25,0.220952380952381,0.676552423202136,0.106190476190476,2.70620969280854,0.821226591534972,0.220952380952381
DTLZ2,10,10,11010,"S3_(0.50,0.75]",anchor_margin,top25,population_final,retention,FINAL,20,20,0.25,0.302,0.227692371236348,0.3455,0.910769484945392,0.497302480789732,0.302
DTLZ2,10,10,11010,"S3_(0.50,0.75]",score_hybrid,top25,population_final,retention,FINAL,20,20,0.25,0.398,0.290435290087998,0.3455,1.16174116035199,0.560661039372437,0.398
DTLZ2,10,10,11010,"S3_(0.50,0.75]",score_v,top25,population_final,retention,FINAL,20,20,0.25,0.46,0.341745071989728,0.3455,1.36698028795891,0.654159865824254,0.46
DTLZ2,10,10,11010,"S4_(0.75,1.00]",anchor_margin,top25,population_final,retention,FINAL,21,21,0.25,0.615238095238095,0.227504038146051,0.683809523809524,0.910016152584204,0.448377864012641,0.615238095238095
DTLZ2,10,10,11010,"S4_(0.75,1.00]",score_hybrid,top25,population_final,retention,FINAL,21,21,0.25,0.607619047619048,0.224811392164538,0.683809523809524,0.899245568658151,0.451654374353915,0.607619047619048
DTLZ2,10,10,11010,"S4_(0.75,1.00]",score_v,top25,population_final,retention,FINAL,21,21,0.25,0.6,0.220617892036419,0.683809523809524,0.882471568145677,0.495966040819621,0.6
DTLZ2,10,11,11011,"S1_[0,0.25]",anchor_margin,top25,population_final,retention,FINAL,5,5,0.25,0.016,0.333333333333333,0.012,1.33333333333333,0.704931972789116,0.016
DTLZ2,10,11,11011,"S1_[0,0.25]",score_hybrid,top25,population_final,retention,FINAL,5,5,0.25,0.048,1.0,0.012,4.0,0.95578231292517,0.048
DTLZ2,10,11,11011,"S1_[0,0.25]",score_v,top25,population_final,retention,FINAL,5,5,0.25,0.048,1.0,0.012,4.0,0.954081632653061,0.048
