algorithm,problem,D,run,FE,firstFE,nFinal,IGD,HV,runtime,file
Weighted,DTLZ4,30,8,300,100,300,1.33565956110813,NaN,393.5795901,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted_DTLZ4_M10_D30_8.mat
Weighted,DTLZ4,30,9,300,100,300,1.12706228059203,NaN,383.816472,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted_DTLZ4_M10_D30_9.mat
Weighted,DTLZ5,30,1,300,100,300,0.96330948539732,NaN,323.6398983,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted_DTLZ5_M10_D30_1.mat
Weighted,DTLZ5,30,10,300,100,300,0.809374639548899,NaN,344.2224613,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted_DTLZ5_M10_D30_10.mat
Weighted,DTLZ5,30,11,300,100,300,0.970218333657688,NaN,351.4712,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted_DTLZ5_M10_D30_11.mat
Weighted,DTLZ5,30,12,300,100,300,0.768256414633546,NaN,358.9989297,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted_DTLZ5_M10_D30_12.mat
Weighted,DTLZ5,30,13,300,100,300,0.713457473510326,NaN,356.4162636,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted_DTLZ5_M10_D30_13.mat
Weighted,DTLZ5,30,14,300,100,300,0.650252979055873,NaN,360.1769685,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted_DTLZ5_M10_D30_14.mat
Weighted,DTLZ5,30,15,300,100,300,0.975717351475094,NaN,341.3514952,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted_DTLZ5_M10_D30_15.mat
Weighted,DTLZ5,30,16,300,100,300,0.935533642815102,NaN,271.6699807,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted_DTLZ5_M10_D30_16.mat
Weighted,DTLZ5,30,17,300,100,300,0.931496910504442,NaN,270.3957032,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted_DTLZ5_M10_D30_17.mat
Weighted,DTLZ5,30,18,300,100,300,0.897316627919397,NaN,269.4670901,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted_DTLZ5_M10_D30_18.mat
Weighted,DTLZ5,30,2,300,100,300,0.763003916743768,NaN,319.6790466,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted_DTLZ5_M10_D30_2.mat
Weighted,DTLZ5,30,3,300,100,300,0.635069883481891,NaN,327.7616728,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted_DTLZ5_M10_D30_3.mat
Weighted,DTLZ5,30,4,300,100,300,0.657507423756879,NaN,325.0828353,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted_DTLZ5_M10_D30_4.mat
Weighted,DTLZ5,30,5,300,100,300,0.927874830246356,NaN,332.9904709,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted_DTLZ5_M10_D30_5.mat
Weighted,DTLZ5,30,6,300,100,300,0.855578521663592,NaN,327.6506129,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted_DTLZ5_M10_D30_6.mat
Weighted,DTLZ5,30,7,300,100,300,0.904038808017524,NaN,256.2325262,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted_DTLZ5_M10_D30_7.mat
Weighted,DTLZ5,30,8,300,100,300,0.762329872980276,NaN,250.0124691,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted_DTLZ5_M10_D30_8.mat
Weighted,DTLZ5,30,9,300,100,300,0.808733387501652,NaN,250.2427896,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted_DTLZ5_M10_D30_9.mat
Weighted,DTLZ6,30,1,300,100,300,13.3816408144302,NaN,337.3692323,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted_DTLZ6_M10_D30_1.mat
Weighted,DTLZ6,30,10,300,100,300,13.3867807884888,NaN,343.558001,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted_DTLZ6_M10_D30_10.mat
Weighted,DTLZ6,30,11,300,100,300,11.7630170632386,NaN,349.5795752,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted_DTLZ6_M10_D30_11.mat
Weighted,DTLZ6,30,12,300,100,300,12.4608474831709,NaN,346.703217,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted_DTLZ6_M10_D30_12.mat
Weighted,DTLZ6,30,13,300,100,300,14.5417679309359,NaN,334.5448986,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted_DTLZ6_M10_D30_13.mat
Weighted,DTLZ6,30,14,300,100,300,12.1285470308373,NaN,334.1002822,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted_DTLZ6_M10_D30_14.mat
Weighted,DTLZ6,30,15,300,100,300,14.2002310036171,NaN,338.9579825,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted_DTLZ6_M10_D30_15.mat
Weighted,DTLZ6,30,16,300,100,300,14.4657524738337,NaN,334.383256,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted_DTLZ6_M10_D30_16.mat
Weighted,DTLZ6,30,17,300,100,300,11.7673690913286,NaN,331.8350029,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted_DTLZ6_M10_D30_17.mat
Weighted,DTLZ6,30,18,300,100,300,14.7348507411334,NaN,330.0682686,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted_DTLZ6_M10_D30_18.mat
Weighted,DTLZ6,30,2,300,100,300,15.5347613510364,NaN,360.0577263,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted_DTLZ6_M10_D30_2.mat
Weighted,DTLZ6,30,3,300,100,300,14.3119907104102,NaN,348.6559301,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted_DTLZ6_M10_D30_3.mat
Weighted,DTLZ6,30,4,300,100,300,13.7448348452297,NaN,341.0717286,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted_DTLZ6_M10_D30_4.mat
Weighted,DTLZ6,30,5,300,100,300,13.7745805327503,NaN,330.6718169,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted_DTLZ6_M10_D30_5.mat
Weighted,DTLZ6,30,6,300,100,300,14.9888162612403,NaN,350.1156394,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted_DTLZ6_M10_D30_6.mat
Weighted,DTLZ6,30,7,300,100,300,13.6834926430126,NaN,337.8075232,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted_DTLZ6_M10_D30_7.mat
Weighted,DTLZ6,30,8,300,100,300,14.1793965525172,NaN,342.1276602,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted_DTLZ6_M10_D30_8.mat
Weighted,DTLZ6,30,9,300,100,300,15.5577018434822,NaN,351.4152643,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted_DTLZ6_M10_D30_9.mat
Weighted,DTLZ7,30,1,300,100,300,7.47430501998199,NaN,314.8416227,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted_DTLZ7_M10_D30_1.mat
Weighted,DTLZ7,30,10,300,100,300,10.7174285288448,NaN,354.8096594,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted_DTLZ7_M10_D30_10.mat
Weighted,DTLZ7,30,11,300,100,300,9.55823755150641,NaN,342.4394485,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted_DTLZ7_M10_D30_11.mat
Weighted,DTLZ7,30,12,300,100,300,7.32113790319518,NaN,353.5428228,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted_DTLZ7_M10_D30_12.mat
Weighted,DTLZ7,30,13,300,100,300,7.11439101311806,NaN,343.2437479,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted_DTLZ7_M10_D30_13.mat
Weighted,DTLZ7,30,14,300,100,300,7.84143039846032,NaN,358.881969,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted_DTLZ7_M10_D30_14.mat
Weighted,DTLZ7,30,15,300,100,300,8.57167850127378,NaN,354.4157144,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted_DTLZ7_M10_D30_15.mat
Weighted,DTLZ7,30,16,300,100,300,7.66288493741918,NaN,265.9316495,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted_DTLZ7_M10_D30_16.mat
Weighted,DTLZ7,30,17,300,100,300,8.49784029022165,NaN,270.5741194,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted_DTLZ7_M10_D30_17.mat
Weighted,DTLZ7,30,18,300,100,300,10.1166423794535,NaN,268.8190926,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted_DTLZ7_M10_D30_18.mat
Weighted,DTLZ7,30,2,300,100,300,8.35056758306264,NaN,320.815893,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted_DTLZ7_M10_D30_2.mat
Weighted,DTLZ7,30,3,300,100,300,8.20870423912849,NaN,317.1717355,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted_DTLZ7_M10_D30_3.mat
Weighted,DTLZ7,30,4,300,100,300,11.0856100693679,NaN,330.4525675,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted_DTLZ7_M10_D30_4.mat
Weighted,DTLZ7,30,5,300,100,300,10.2593920680244,NaN,319.1055382,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted_DTLZ7_M10_D30_5.mat
Weighted,DTLZ7,30,6,300,100,300,8.57747441116598,NaN,330.1824547,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted_DTLZ7_M10_D30_6.mat
Weighted,DTLZ7,30,7,300,100,300,10.7934751643806,NaN,255.1191282,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted_DTLZ7_M10_D30_7.mat
Weighted,DTLZ7,30,8,300,100,300,8.21310935515205,NaN,256.8607658,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted_DTLZ7_M10_D30_8.mat
Weighted,DTLZ7,30,9,300,100,300,7.98367190116585,NaN,251.2607151,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted_DTLZ7_M10_D30_9.mat
Weighted,WFG1,30,1,300,100,300,3.1071555374539,NaN,356.6077496,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted_WFG1_M10_D30_1.mat
Weighted,WFG1,30,10,300,100,300,3.18170107108633,NaN,349.108711,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted_WFG1_M10_D30_10.mat
Weighted,WFG1,30,11,300,100,300,3.18487218244895,NaN,358.8114383,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted_WFG1_M10_D30_11.mat
Weighted,WFG1,30,12,300,100,300,3.13032300454394,NaN,359.3279884,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted_WFG1_M10_D30_12.mat
Weighted,WFG1,30,13,300,100,300,3.14954805026197,NaN,362.0028872,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted_WFG1_M10_D30_13.mat
Weighted,WFG1,30,14,300,100,300,3.12778066305649,NaN,349.3569027,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted_WFG1_M10_D30_14.mat
Weighted,WFG1,30,15,300,100,300,3.18242819259006,NaN,360.6602782,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted_WFG1_M10_D30_15.mat
Weighted,WFG1,30,16,300,100,300,3.09429585927406,NaN,360.765861,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted_WFG1_M10_D30_16.mat
Weighted,WFG1,30,17,300,100,300,3.20666385529462,NaN,356.3690101,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted_WFG1_M10_D30_17.mat
Weighted,WFG1,30,18,300,100,300,3.18035903409381,NaN,350.2811001,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted_WFG1_M10_D30_18.mat
Weighted,WFG1,30,2,300,100,300,3.18961902786788,NaN,352.1380717,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted_WFG1_M10_D30_2.mat
Weighted,WFG1,30,3,300,100,300,3.19499777936144,NaN,353.9099832,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted_WFG1_M10_D30_3.mat
Weighted,WFG1,30,4,300,100,300,3.20929769713045,NaN,353.638869,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted_WFG1_M10_D30_4.mat
Weighted,WFG1,30,5,300,100,300,3.21222636357037,NaN,347.0572178,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted_WFG1_M10_D30_5.mat
Weighted,WFG1,30,6,300,100,300,3.14208020457023,NaN,361.4793912,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted_WFG1_M10_D30_6.mat
Weighted,WFG1,30,7,300,100,300,3.13732141073761,NaN,349.4573271,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted_WFG1_M10_D30_7.mat
Weighted,WFG1,30,8,300,100,300,3.1524520878108,NaN,367.2196894,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted_WFG1_M10_D30_8.mat
Weighted,WFG1,30,9,300,100,300,3.2197195365099,NaN,354.081418,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted_WFG1_M10_D30_9.mat
Weighted,WFG2,31,1,300,100,300,2.57953263942208,NaN,366.3902965,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted_WFG2_M10_D31_1.mat
Weighted,WFG2,31,10,300,100,300,1.73314620715967,NaN,384.267749,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted_WFG2_M10_D31_10.mat
Weighted,WFG2,31,11,300,100,300,1.63596628929198,NaN,382.8515952,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted_WFG2_M10_D31_11.mat
Weighted,WFG2,31,12,300,100,300,1.80358150034247,NaN,375.151982,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted_WFG2_M10_D31_12.mat
Weighted,WFG2,31,13,300,100,300,2.15040169905497,NaN,348.3423162,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted_WFG2_M10_D31_13.mat
Weighted,WFG2,31,14,300,100,300,1.94670574087478,NaN,350.8289688,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted_WFG2_M10_D31_14.mat
Weighted,WFG2,31,15,300,100,300,1.65704167471081,NaN,362.7601255,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted_WFG2_M10_D31_15.mat
Weighted,WFG2,31,16,300,100,300,2.43764015575403,NaN,359.7653283,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted_WFG2_M10_D31_16.mat
Weighted,WFG2,31,17,300,100,300,2.33945097564513,NaN,361.6127555,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted_WFG2_M10_D31_17.mat
Weighted,WFG2,31,18,300,100,300,1.57132636667409,NaN,352.5712707,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted\REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted_WFG2_M10_D31_18.mat
