problem,M,run,gen,cand_idx,mu_F,sigma2_F,tildeS_F,mu_S,sigma2_S,tildeS_S,w_F,base_score,sign_F,sign_S,true_quality,dominated_by_pop,dominates_pop,catalog_F,catalog_S,conflict_type
DTLZ2,3,1,4,33,-2.64716,0.852094,0.622993,0.348093,2.71684,2.18604,0.761246,0.996175,-1,1,1,1,1,0,1,conflict
DTLZ2,3,1,4,34,2.46221,1.97116,3.27081,2.83199,0.230635,3.51522,0.104749,3.48962,1,1,1,1,1,0,0,agree
DTLZ2,3,1,4,35,-3.30817,0.160368,0.280437,-3.22647,0.116189,0.27321,0.420127,0.276246,-1,-1,1,0,1,1,0,agree
DTLZ2,3,1,4,36,3.48175,0.0495913,3.79916,-3.09622,0.342006,0.34291,0.87336,3.36146,1,-1,1,0,1,1,0,conflict
DTLZ2,3,1,4,37,-1.67131,1.72222,1.1287,-3.17197,0.0880326,0.302377,0.0486305,0.342562,-1,-1,1,1,1,0,1,agree
DTLZ2,3,1,4,38,2.70025,1.12313,3.39417,-2.68315,0.0794149,0.563955,0.0660399,0.750862,1,-1,1,1,1,1,0,conflict
DTLZ2,3,1,4,39,-3.84932,0.000909778,0,3.59121,0.00331819,3.9215,0.784684,0.84436,-1,1,1,1,1,0,0,conflict
DTLZ2,3,1,4,40,3.77227,0.0302914,3.94972,-3.63163,0.0100576,0.0564033,0.249277,1.02692,1,-1,-1,1,0,1,0,conflict
DTLZ2,3,1,4,41,-2.86078,1.48471,0.512288,3.73289,0.0124912,3.99731,0.00834365,3.96824,-1,1,-1,1,0,0,1,subwin
DTLZ2,3,1,4,42,1.21012,1.16039,2.62194,-3.33103,0.0989572,0.217261,0.0785787,0.406217,1,-1,-1,1,0,0,0,conflict
DTLZ2,3,1,4,43,0.147348,5.6198,2.07118,-2.90018,0.0314386,0.447819,0.0055633,0.45685,1,-1,-1,1,0,1,0,conflict
DTLZ2,3,1,4,44,1.77136,1.12845,2.91279,-2.21089,0.479669,0.81667,0.29828,0,1,-1,1,1,1,0,1,abstain
DTLZ2,3,1,4,45,-0.0989872,10.489,1.94353,3.58684,0.00707079,3.91916,0.000673754,3.91783,-1,1,-1,1,0,0,1,subwin
DTLZ2,3,1,4,46,0.556429,0.391705,2.28318,-3.57795,0.00374042,0.085125,0.00946123,0.105921,1,-1,1,0,1,1,0,conflict
DTLZ2,3,1,4,47,2.47529,1.09989,3.27759,1.19453,0.721166,2.63898,0.396015,2.89188,1,1,-1,1,0,0,1,agree
DTLZ2,3,1,4,48,-3.29414,0.202171,0.287712,3.18034,0.0372474,3.70164,0.155577,3.17051,-1,1,-1,1,0,0,1,conflict
DTLZ2,3,1,4,49,-2.54414,3.08182,0.676379,-3.64839,0.0464699,0.0474314,0.014855,0.0567745,-1,-1,1,1,1,0,0,agree
DTLZ2,3,1,4,50,0.900075,0.997717,2.46127,0.50805,2.3029,2.27163,0.697718,2.40394,1,1,1,1,1,1,0,agree
DTLZ2,3,1,5,1,3.44392,0.00640081,3.7533,-2.03889,0.238281,0.930839,0.973836,3.67945,1,-1,-1,1,0,1,0,conflict
DTLZ2,3,1,5,2,3.46773,0.0279457,3.76599,-3.65193,0.0213365,0.0955032,0.432949,1.68463,1,-1,-1,1,0,1,0,conflict
DTLZ2,3,1,5,3,1.10005,0.298943,2.50452,2.86149,0.0570814,3.46858,0.160332,3.31401,1,1,1,1,1,0,1,agree
DTLZ2,3,1,5,4,2.71901,1.01036,3.36708,-3.11745,0.236934,0.372293,0.189958,0,1,-1,1,1,1,0,1,abstain
DTLZ2,3,1,5,5,2.08721,0.483546,3.03047,3.46495,0.00418822,3.78109,0.00858911,3.77464,1,1,-1,1,0,1,1,agree
DTLZ2,3,1,5,6,3.83371,0.00749356,3.96097,-1.40187,0.337076,1.26073,0.97825,3.90224,1,-1,1,1,1,1,0,conflict
DTLZ2,3,1,5,7,0.193099,0.92975,2.02132,1.41186,0.148709,2.71786,0.137891,2.62181,1,1,-1,1,0,1,1,agree
DTLZ2,3,1,5,8,2.57958,0.746627,3.29279,-3.7858,0.00328931,0.0261767,0.00438756,0.0405091,1,-1,1,0,0,1,1,conflict
DTLZ2,3,1,5,9,-0.961515,1.00997,1.40616,3.84508,0.00698702,3.97794,0.00687148,3.96027,-1,1,1,1,1,0,1,subwin
DTLZ2,3,1,5,10,-3.41414,0.389935,0.0994397,3.71303,0.0243496,3.90956,0.0587773,3.68561,-1,1,-1,1,0,0,1,subwin
DTLZ2,3,1,5,11,3.18286,0.0174333,3.61421,-3.48017,0.0557597,0.184452,0.76181,2.79728,1,-1,1,1,1,1,0,conflict
DTLZ2,3,1,5,12,-3.60078,0.0540994,0,3.83782,0.0185935,3.97418,0.255788,2.95763,-1,1,1,1,1,0,1,conflict
DTLZ2,3,1,5,13,-2.6941,1.16157,0.483061,3.19025,0.200883,3.63883,0.147443,0,-1,1,1,1,1,0,0,abstain
DTLZ2,3,1,5,14,2.99526,0.858251,3.51426,-3.7018,0.0049483,0.0696815,0.00573366,0.0894316,1,-1,-1,1,0,1,0,conflict
DTLZ2,3,1,5,15,1.90419,2.79832,2.93296,-3.74035,0.0409064,0.0497148,0.0144079,0.0912563,1,-1,1,0,1,1,0,conflict
DTLZ2,3,1,5,16,3.42327,0.156302,3.7423,-2.47887,0.0964066,0.702994,0.381494,1.86247,1,-1,1,1,1,1,0,conflict
DTLZ2,3,1,5,17,3.22168,0.781335,3.63489,3.81342,0.00178296,3.96155,0.00227801,3.9608,1,1,-1,1,0,1,1,agree
DTLZ2,3,1,5,18,3.85268,0.00345542,3.97108,-3.07767,0.422196,0.392892,0.99188,3.94202,1,-1,1,1,1,1,0,conflict
DTLZ2,3,1,5,19,-1.36993,0.960757,1.18856,3.84254,0.0110413,3.97663,0.0113627,3.94495,-1,1,1,0,1,1,1,subwin
DTLZ2,3,1,5,20,3.4911,0.00431728,3.77844,-3.77487,4.82325e-05,0.0318363,0.0112724,0.0740696,1,-1,1,1,1,1,0,conflict
DTLZ2,3,1,5,21,-1.08674,1.62065,1.33944,3.00892,0.52744,3.54492,0.24554,0,-1,1,-1,1,0,1,1,abstain
DTLZ2,3,1,5,22,3.15934,0.0117099,3.60168,-3.75021,0.00818046,0.0446094,0.411287,1.50759,1,-1,1,1,1,1,0,conflict
DTLZ2,3,1,5,23,3.1444,0.791074,3.59372,-3.57273,0.00277067,0.136518,0.00349144,0.148589,1,-1,1,0,1,1,1,conflict
DTLZ2,3,1,5,24,3.89866,0.000470755,3.99558,-3.41204,0.125172,0.219736,0.996245,3.9814,1,-1,1,0,1,1,1,conflict
DTLZ2,3,1,5,25,-2.79983,0.673969,0.426734,3.62987,0.00183039,3.86649,0.00270995,3.85717,-1,1,1,0,1,0,1,subwin
DTLZ2,3,1,5,26,-1.20378,1.6148,1.27708,-2.84669,0.11959,0.512512,0.0689525,0.565231,-1,-1,-1,1,0,0,0,agree
DTLZ2,3,1,5,27,-0.792984,0.723128,1.49595,3.84487,0.0176982,3.97784,0.0238912,3.91854,-1,1,1,0,1,1,1,subwin
DTLZ2,3,1,5,28,2.86113,0.0533968,3.4428,-3.82759,0.000667243,0.00453588,0.0123598,0.0470319,1,-1,1,0,1,1,0,conflict
DTLZ2,3,1,5,29,-1.77207,0.565393,0.974305,3.63309,0.0171438,3.86816,0.0294311,3.78299,-1,1,1,1,1,0,1,subwin
DTLZ2,3,1,5,30,1.79944,1.07884,2.87715,-3.83635,1.08672e-05,0,1.09998e-05,3.16481e-05,1,-1,1,1,1,1,0,conflict
DTLZ2,3,1,5,31,3.27092,0.083418,3.66113,-3.41377,0.101623,0.218838,0.549192,2.10931,1,-1,-1,1,0,1,0,conflict
DTLZ2,3,1,5,32,-2.58596,0.264435,0.540679,-3.34425,0.113961,0.254841,0.30117,0.340927,-1,-1,-1,1,0,0,0,agree
DTLZ2,3,1,5,33,1.72333,0.738329,2.8366,-3.70884,0.0393103,0.0660323,0.050552,0.20609,1,-1,1,0,1,1,0,conflict
DTLZ2,3,1,5,34,3.28548,0.255316,3.66889,1.0212,0.0793851,2.51555,0.237184,2.7891,1,1,-1,1,0,1,0,agree
DTLZ2,3,1,5,35,3.15101,0.549465,3.59724,3.75771,0.0158366,3.9327,0.0280161,3.9233,1,1,-1,1,0,1,1,agree
DTLZ2,3,1,5,36,1.51079,2.77791,2.72336,-2.53644,0.512481,0.67318,0.155751,0,1,-1,1,1,1,1,0,abstain
DTLZ2,3,1,5,37,-2.69567,0.027514,0.482225,3.84552,0.0152763,3.97817,0.35701,2.73008,-1,1,1,1,1,1,1,conflict
DTLZ2,3,1,5,38,-1.75739,0.421321,0.98213,-1.94812,0.57125,0.977849,0.575526,0.980313,-1,-1,-1,1,0,0,1,agree
DTLZ2,3,1,5,39,1.40069,1.31424,2.6647,0.90821,0.096705,2.45704,0.0685399,2.47127,1,1,-1,1,0,1,0,agree
DTLZ2,3,1,5,40,-3.54129,0.00466334,0.0316945,3.88767,0.00966104,4,0.674423,1.32368,-1,1,1,1,1,0,1,conflict
DTLZ2,3,1,5,41,1.85209,0.820228,2.9052,-3.48426,0.106687,0.182338,0.1151,0.495739,1,-1,1,0,1,1,0,conflict
DTLZ2,3,1,5,42,3.90696,0.00013211,4,-3.73491,0.0160068,0.0525305,0.991753,3.96745,1,-1,1,0,1,1,1,conflict
DTLZ2,3,1,5,43,-3.35754,0.0806198,0.129592,-3.72191,0.0147319,0.0592654,0.154508,0.0701313,-1,-1,1,0,1,0,1,agree
DTLZ2,3,1,5,44,2.68337,0.288154,3.34809,-0.434375,0.305449,1.76176,0.514568,0,1,-1,-1,1,0,1,0,abstain
DTLZ2,3,1,5,45,3.66085,0.020132,3.86887,-3.80191,0.00137007,0.0178355,0.0637585,0.263372,1,-1,1,0,1,1,1,conflict
DTLZ2,3,1,5,46,0.616864,0.7416,2.24709,2.88176,0.647196,3.47907,0.466012,2.90495,1,1,1,1,1,0,1,agree
DTLZ2,3,1,5,47,2.66452,0.209996,3.33805,3.56211,0.0212325,3.8314,0.0918286,3.7861,1,1,-1,1,0,0,1,agree
DTLZ2,3,1,5,48,-2.33813,0.0907479,0.672719,3.83768,0.0269033,3.97411,0.228675,3.21917,-1,1,-1,1,0,0,1,conflict
DTLZ2,3,1,5,49,-0.535141,1.9609,1.63332,-0.583334,1.44841,1.68462,0.424839,1.66283,-1,-1,1,1,1,1,1,agree
DTLZ2,3,1,5,50,-1.60986,2.36457,1.06073,3.76201,0.00947884,3.93492,0.00399312,3.92345,-1,1,-1,1,0,1,1,subwin
DTLZ2,3,1,6,1,-2.9889,0.674282,0.358404,3.02702,0.211088,3.75348,0.238418,2.94403,-1,1,1,1,1,0,1,subwin
DTLZ2,3,1,6,2,-0.498556,0.662368,1.7102,3.00644,0.138658,3.7416,0.173102,3.38996,-1,1,1,1,1,1,1,subwin
DTLZ2,3,1,6,3,0.436406,2.91617,2.21771,-2.81041,0.15223,0.384117,0.0496126,0.475086,1,-1,1,0,1,1,0,conflict
DTLZ2,3,1,6,4,-2.3971,2.07565,0.679639,3.29516,0.162657,3.90825,0.0726702,3.67363,-1,1,1,1,1,0,1,subwin
DTLZ2,3,1,6,5,3.55962,0.0779955,3.91304,-3.30935,0.149643,0.0961306,0.65737,2.60525,1,-1,1,1,1,1,1,conflict
DTLZ2,3,1,6,6,2.17631,0.595476,3.16215,-2.40096,0.10959,0.620453,0.155433,1.01552,1,-1,1,1,1,1,0,conflict
DTLZ2,3,1,6,7,-2.92794,0.424083,0.391494,3.18541,0.0783683,3.84491,0.155973,3.30627,-1,1,-1,1,0,0,1,subwin
DTLZ2,3,1,6,8,-3.376,0.301283,0.148278,2.61987,0.828479,3.51847,0.733322,1.04704,-1,1,1,1,1,0,1,conflict
DTLZ2,3,1,6,9,-0.462669,1.37358,1.72968,-1.42121,0.223636,1.18596,0.140017,1.26209,-1,-1,-1,1,0,0,1,agree
DTLZ2,3,1,6,10,1.74002,0.625878,2.92533,-2.15083,0.0817548,0.764824,0.115534,1.01444,1,-1,1,1,1,0,1,conflict
DTLZ2,3,1,6,11,2.74055,0.315635,3.46843,-3.41332,0.0670114,0.0361163,0.175128,0.637211,1,-1,1,1,1,1,0,conflict
DTLZ2,3,1,6,12,2.41917,0.214871,3.29398,-0.365765,0.666626,1.79517,0.756243,2.92864,1,-1,1,1,1,1,0,conflict
DTLZ2,3,1,6,13,3.71983,0.0336157,4,-2.02447,0.151643,0.83776,0.818544,3.42619,1,-1,1,1,1,1,0,conflict
DTLZ2,3,1,6,14,0.620002,1.27228,2.31737,-1.75448,0.346579,0.993602,0.214089,0,1,-1,-1,1,0,1,0,abstain
DTLZ2,3,1,6,15,-3.34323,0.112926,0.166066,3.04759,0.00445767,3.76536,0.0379829,3.62865,-1,1,1,1,1,0,1,conflict
DTLZ2,3,1,6,16,0.327459,1.04165,2.15857,2.4783,0.415347,3.43676,0.285071,3.07239,1,1,-1,1,0,1,1,agree
DTLZ2,3,1,6,17,3.26239,0.112965,3.75169,-3.02718,0.0475778,0.258997,0.296358,1.29408,1,-1,-1,1,0,1,0,conflict
DTLZ2,3,1,6,18,1.37674,0.250472,2.72813,-0.46332,0.645505,1.73886,0.720447,2.45158,1,-1,1,0,1,1,0,conflict
DTLZ2,3,1,6,19,3.35187,0.0384672,3.80026,-1.55264,1.49367,1.1101,0.974892,3.73272,1,-1,1,0,1,1,1,conflict
DTLZ2,3,1,6,20,0.213816,1.25032,2.09688,1.24243,0.252178,2.72342,0.167839,2.61826,1,1,-1,1,0,1,1,agree
DTLZ2,3,1,6,21,2.53814,1.128,3.35856,-2.66124,0.114035,0.470217,0.0918138,0.735407,1,-1,1,0,1,1,1,conflict
DTLZ2,3,1,6,22,1.64446,0.538156,2.87346,2.25288,0.321067,3.30665,0.373672,3.14478,1,1,-1,1,0,1,1,agree
DTLZ2,3,1,6,23,-2.27226,0.480221,0.747405,3.4498,0.0180645,3.99751,0.0362551,3.87968,-1,1,1,1,1,0,1,subwin
DTLZ2,3,1,6,24,3.45408,0.0268685,3.85575,-3.47589,0.0684313,0,0.718059,2.76865,1,-1,1,1,1,1,1,conflict
DTLZ2,3,1,6,25,2.88747,0.379777,3.54818,-2.71262,0.0271478,0.44056,0.0667166,0.64789,1,-1,1,1,1,1,0,conflict
DTLZ2,3,1,6,26,-1.91767,0.337334,0.939884,3.27937,0.0861223,3.89914,0.203381,3.29728,-1,1,1,0,1,0,1,subwin
DTLZ2,3,1,6,27,2.48096,0.348088,3.32752,2.00958,0.112273,3.16622,0.243881,3.20556,1,1,1,0,1,1,1,agree
DTLZ2,3,1,6,28,-2.90493,0.209856,0.403982,3.2404,0.0456184,3.87664,0.178566,3.25655,-1,1,-1,1,0,0,1,conflict
DTLZ2,3,1,6,29,1.62152,1.18726,2.86101,2.6146,0.39253,3.51543,0.24847,3.35283,1,1,1,1,1,1,1,agree
DTLZ2,3,1,6,30,3.51419,0.090574,3.88837,-2.65772,0.035889,0.472248,0.283794,1.44172,1,-1,1,0,1,1,1,conflict
DTLZ2,3,1,6,31,3.22128,0.310384,3.72938,-1.27703,1.70264,1.26919,0.845812,3.35005,1,-1,1,1,1,1,0,conflict
DTLZ2,3,1,6,32,3.02584,0.379054,3.62329,-2.73739,0.283096,0.426264,0.427541,0,1,-1,-1,1,0,1,0,abstain
DTLZ2,3,1,6,33,1.87384,0.0443511,2.99797,-0.853127,0.219855,1.51386,0.832132,2.74883,1,-1,1,0,1,1,1,conflict
DTLZ2,3,1,6,34,-0.512155,0.0416789,1.70282,3.45411,0.0547198,4,0.567639,2.69603,-1,1,-1,1,0,0,0,conflict
DTLZ2,3,1,6,35,3.25595,0.0394288,3.7482,-0.489298,0.121481,1.72386,0.75496,3.25216,1,-1,1,1,1,1,0,conflict
DTLZ2,3,1,6,36,1.87382,0.128538,2.99796,-1.8283,0.17475,0.950993,0.576185,2.13042,1,-1,1,1,1,1,1,conflict
DTLZ2,3,1,6,37,-0.731589,1.22219,1.5837,-1.13421,0.336117,1.35162,0.215693,1.40168,-1,-1,-1,1,0,1,0,agree
DTLZ2,3,1,6,38,-0.0477593,2.9227,1.9549,0.472858,0.852079,2.27922,0.225729,0,-1,1,1,0,1,1,1,abstain
DTLZ2,3,1,6,39,1.43377,2.05052,2.75909,-0.500889,0.400067,1.71717,0.163254,0,1,-1,-1,1,0,0,1,abstain
DTLZ2,3,1,6,40,0.802344,2.41093,2.41635,3.24026,0.0461853,3.87657,0.018797,3.84912,1,1,-1,1,0,1,1,agree
DTLZ2,3,1,6,41,2.69867,0.0569785,3.4457,0.95989,2.02631,2.56033,0.972649,3.42148,1,1,-1,1,0,1,1,agree
DTLZ2,3,1,6,42,2.53467,0.655734,3.35668,-2.73985,0.104621,0.424844,0.137596,0.828251,1,-1,1,1,1,0,1,conflict
DTLZ2,3,1,6,43,3.64337,0.00624839,3.95849,-1.32525,0.796527,1.24135,0.992215,3.93734,1,-1,1,0,1,1,1,conflict
DTLZ2,3,1,6,44,2.69081,0.773414,3.44143,-3.06606,0.0527849,0.236554,0.06389,0.441314,1,-1,1,1,1,1,0,conflict
DTLZ2,3,1,6,45,-3.64917,0.071927,0,2.73254,0.233906,3.58351,0.764815,0.842788,-1,1,-1,1,0,0,1,conflict
DTLZ2,3,1,6,46,-2.93467,0.242803,0.387841,-2.78386,0.111855,0.39944,0.31539,0.395782,-1,-1,1,1,1,0,1,agree
DTLZ2,3,1,6,47,1.52099,1.11514,2.80644,-3.10139,0.181611,0.216162,0.140051,0.578933,1,-1,1,0,1,1,1,conflict
DTLZ2,3,1,6,48,3.25863,0.131753,3.74965,-2.43433,0.279544,0.601191,0.679665,2.74109,1,-1,1,0,1,1,0,conflict
DTLZ2,3,1,6,49,1.95357,0.815537,3.04125,-2.20871,0.0646988,0.731418,0.0735027,0.901197,1,-1,-1,1,0,1,0,conflict
DTLZ2,3,1,6,50,1.8258,0.645071,2.97189,2.60556,0.310604,3.51021,0.325011,3.33525,1,1,-1,1,0,1,1,agree
DTLZ2,3,1,7,1,3.70097,0.00409869,3.91976,-3.03261,0.0452888,0.364735,0.916993,3.62467,1,-1,-1,1,0,1,0,conflict
DTLZ2,3,1,7,2,3.76309,0.0226384,3.95217,-3.41891,0.00631161,0.159448,0.218037,0.986403,1,-1,-1,1,0,1,0,conflict
DTLZ2,3,1,7,3,-0.613047,0.0682751,1.6692,3.71663,0.00230133,3.95149,0.0326208,3.87704,-1,1,1,1,1,0,1,conflict
DTLZ2,3,1,7,4,-0.845443,0.494636,1.54797,3.80792,0.0109068,4,0.0215763,3.94709,-1,1,1,1,1,1,1,subwin
DTLZ2,3,1,7,5,1.89379,2.48623,2.97698,0.513749,1.58488,2.24938,0.389299,2.53263,1,1,1,1,1,1,0,agree
DTLZ2,3,1,7,6,3.82642,0.0143824,3.98521,-3.28619,0.0499531,0.229979,0.776438,3.14568,1,-1,1,1,1,1,0,conflict
DTLZ2,3,1,7,7,2.59636,1.1683,3.3435,3.10708,0.494636,3.62755,0.297448,3.54306,1,1,-1,1,0,1,1,agree
DTLZ2,3,1,7,8,-2.90558,0.775231,0.473226,3.55499,0.0233457,3.86559,0.0292353,3.76641,-1,1,-1,1,0,1,1,subwin
DTLZ2,3,1,7,9,3.61624,0.0250577,3.87556,-3.30569,0.0968187,0.219614,0.794396,3.12388,1,-1,1,1,1,1,0,conflict
DTLZ2,3,1,7,10,-3.81269,0.0166152,0,3.36293,0.0283565,3.76352,0.630534,1.39049,-1,1,-1,1,0,0,1,conflict
DTLZ2,3,1,7,11,-0.133278,2.23295,1.91949,3.72943,0.000629649,3.95829,0.000282349,3.95771,-1,1,1,1,1,1,0,subwin
DTLZ2,3,1,7,12,3.22347,0.142526,3.67066,0.779722,0.655817,2.39073,0.821472,3.44216,1,1,1,0,1,1,1,agree
DTLZ2,3,1,7,13,2.30703,1.11809,3.19257,0.182695,0.61551,2.07345,0.355048,2.47079,1,1,1,0,1,1,0,agree
DTLZ2,3,1,7,14,1.54476,0.928427,2.7949,-3.22943,0.113012,0.260143,0.108516,0.535204,1,-1,1,1,1,1,0,conflict
DTLZ2,3,1,7,15,3.61989,0.0620479,3.87746,-2.5594,0.284444,0.616217,0.820923,3.29345,1,-1,1,1,1,1,0,conflict
DTLZ2,3,1,7,16,-2.96408,0.171271,0.442705,3.66342,0.00872526,3.92321,0.0484796,3.75447,-1,1,-1,1,0,0,1,conflict
DTLZ2,3,1,7,17,3.48678,0.0332684,3.80803,-0.096277,0.298012,1.92519,0.899574,3.61894,1,-1,1,1,1,1,0,conflict
DTLZ2,3,1,7,18,3.766,0.00974191,3.95369,-1.12659,0.158596,1.37765,0.942124,3.8046,1,-1,1,1,1,1,0,conflict
DTLZ2,3,1,7,19,3.73443,0.013026,3.93722,2.94264,0.26864,3.54017,0.95375,3.91886,1,1,1,1,1,1,0,agree
DTLZ2,3,1,7,20,-1.36493,0.609392,1.27696,2.78473,0.723028,3.45625,0.542643,0,-1,1,-1,1,0,0,0,abstain
DTLZ2,3,1,7,21,-2.55654,0.255443,0.655315,3.48108,0.0174982,3.82631,0.0641131,3.62301,-1,1,1,1,1,0,1,conflict
DTLZ2,3,1,7,22,-3.04881,0.0462443,0.398505,1.31834,1.03554,2.67697,0.957251,0.495907,-1,1,-1,1,0,0,1,conflict
DTLZ2,3,1,7,23,-1.50831,4.34246,1.20216,-3.5631,0.0533116,0.0828186,0.0121281,0.0963941,-1,-1,1,1,1,0,1,agree
DTLZ2,3,1,7,24,-0.620407,1.07478,1.66537,3.58991,0.0328549,3.88414,0.0296629,3.81833,-1,1,1,1,1,0,1,subwin
DTLZ2,3,1,7,25,3.41294,0.0580903,3.76951,-2.57793,0.120818,0.606367,0.675305,2.74245,1,-1,-1,1,0,1,0,conflict
DTLZ2,3,1,7,26,3.75384,7.82678e-06,3.94734,-3.00037,0.111133,0.38187,0.999921,3.94706,1,-1,1,1,1,1,1,conflict
DTLZ2,3,1,7,27,3.74866,0.00846384,3.94464,-2.53319,0.130908,0.630143,0.939265,3.74334,1,-1,-1,1,0,1,1,conflict
DTLZ2,3,1,7,28,-2.37585,0.402622,0.749578,3.68609,0.000613989,3.93526,0.00152513,3.9304,-1,1,1,1,1,1,1,subwin
DTLZ2,3,1,7,29,3.85477,0.00140558,4,-2.14599,0.406245,0.835913,0.99655,3.98908,1,-1,-1,1,0,1,0,conflict
DTLZ2,3,1,7,30,2.26273,0.273302,3.16946,3.19836,0.0491389,3.67606,0.152399,3.59886,1,1,-1,1,0,1,1,agree
DTLZ2,3,1,7,31,-3.29933,0.137638,0.26781,2.80112,0.188794,3.46496,0.578356,1.61587,-1,1,1,1,1,0,1,conflict
DTLZ2,3,1,7,32,-3.25526,0.10623,0.290803,3.17256,0.0472136,3.66235,0.307696,2.62494,-1,1,-1,1,0,0,1,conflict
DTLZ2,3,1,7,33,3.281,0.561181,3.70067,-0.831239,0.874896,1.53461,0.609226,0,1,-1,1,0,1,1,1,abstain
DTLZ2,3,1,7,34,3.19072,0.585722,3.65357,-3.71894,0.00941228,0,0.015817,0.0577886,1,-1,1,0,1,1,1,conflict
DTLZ2,3,1,7,35,3.77636,0.0401286,3.9591,-2.76853,0.115336,0.505077,0.741876,3.06753,1,-1,1,0,1,1,1,conflict
DTLZ2,3,1,7,36,1.84521,1.28407,2.95164,-2.50759,0.139667,0.643749,0.0980995,0.870152,1,-1,1,1,1,1,1,conflict
DTLZ2,3,1,7,37,-0.0769465,0.959158,1.94888,3.75595,0.00203748,3.97239,0.00212078,3.96809,-1,1,1,1,1,1,0,subwin
DTLZ2,3,1,7,38,-3.0589,0.274971,0.393242,2.90531,0.00776167,3.52033,0.0274556,3.43447,-1,1,1,1,1,0,1,conflict
DTLZ2,3,1,7,39,1.85629,1.48955,2.95742,-2.66121,0.330003,0.56211,0.181365,0,1,-1,-1,1,0,1,0,abstain
DTLZ2,3,1,7,40,-1.94992,1.48687,0.971781,3.78815,0.00184359,3.9895,0.00123904,3.98576,-1,1,1,1,1,0,1,subwin
DTLZ2,3,1,7,41,1.77363,0.558136,2.9143,-0.323807,0.0299214,1.80428,0.0508833,1.86076,1,-1,1,0,1,1,1,conflict
DTLZ2,3,1,7,42,3.59289,0.0367056,3.86338,1.15605,0.285426,2.59071,0.886051,3.71836,1,1,1,1,1,1,0,agree
DTLZ2,3,1,7,43,3.65053,0.095539,3.89345,-1.5238,0.513526,1.16656,0.843137,3.4657,1,-1,1,1,1,1,0,conflict
DTLZ2,3,1,7,44,-3.20806,0.166058,0.315427,-0.24998,0.689551,1.84351,0.805917,0.612001,-1,-1,1,1,1,0,1,agree
DTLZ2,3,1,7,45,3.34643,0.0676743,3.7348,-1.91052,0.0972307,0.961049,0.589615,2.5965,1,-1,1,1,1,1,0,conflict
DTLZ2,3,1,7,46,-3.78751,0.070004,0.0131358,3.38275,0.0307096,3.77405,0.304924,2.62726,-1,1,1,1,1,0,1,conflict
DTLZ2,3,1,7,47,-2.34472,1.30462,0.765814,0.798584,0.1579,2.40075,0.107965,0,-1,1,-1,1,0,0,1,abstain
DTLZ2,3,1,7,48,-0.190725,0.0266998,1.88952,3.02534,0.670306,3.58412,0.961692,1.95444,-1,1,1,1,1,1,0,conflict
DTLZ2,3,1,7,49,3.79412,0.0189255,3.96836,-2.66264,0.406458,0.561348,0.955507,3.81677,1,-1,-1,1,0,1,0,conflict
DTLZ2,3,1,7,50,2.17002,0.738101,3.12109,0.144312,1.12321,2.05305,0.603451,2.69756,1,1,-1,1,0,1,1,agree
DTLZ2,3,1,8,1,3.53033,0.0576298,3.84426,2.03527,0.0218756,3.45709,0.275151,3.56362,1,1,1,0,1,1,1,agree
DTLZ2,3,1,8,2,-1.17079,0.169716,0.989364,1.32812,0.421246,2.94445,0.712814,1.55084,-1,1,1,1,1,1,1,conflict
DTLZ2,3,1,8,3,3.44605,0.0455591,3.79308,1.87445,0.25412,3.34051,0.847971,3.72428,1,1,1,1,1,1,0,agree
DTLZ2,3,1,8,4,-0.159305,0.0991325,1.60362,-0.352558,0.166247,1.72606,0.626449,1.64936,-1,-1,1,0,1,1,0,agree
DTLZ2,3,1,8,5,1.95276,0.793213,2.88623,1.02526,0.814455,2.72489,0.506606,2.80663,1,1,1,0,1,1,0,agree
DTLZ2,3,1,8,6,0.963179,1.59205,2.28528,1.73701,0.0367269,3.24087,0.0225494,3.21933,1,1,1,1,1,1,1,agree
DTLZ2,3,1,8,7,1.89681,0.485624,2.85225,-1.46773,1.95879,0.91763,0.801333,2.46791,1,-1,1,1,1,1,0,conflict
DTLZ2,3,1,8,8,-0.207146,4.65867,1.57456,-1.77499,0.463771,0.694881,0.0905372,0.774525,-1,-1,1,1,1,1,1,agree
DTLZ2,3,1,8,9,0.609591,4.23693,2.07055,2.7608,0.212819,3.98306,0.0478273,3.89159,1,1,1,1,1,1,1,agree
DTLZ2,3,1,8,10,1.27761,2.35847,2.47623,-2.56909,0.035202,0.119211,0.0147067,0.153875,1,-1,-1,1,0,1,1,conflict
DTLZ2,3,1,8,11,2.83733,0.197105,3.42341,1.14252,0.0211293,2.8099,0.096823,2.86931,1,1,1,1,1,1,1,agree
DTLZ2,3,1,8,12,3.01229,0.585499,3.52966,-0.408359,0.155846,1.68561,0.210221,2.07327,1,-1,1,0,1,1,1,conflict
DTLZ2,3,1,8,13,1.22996,1.54038,2.44729,-1.54399,1.50039,0.862343,0.493424,0,1,-1,-1,1,0,1,0,abstain
DTLZ2,3,1,8,14,3.78679,0.0054311,4,-1.7522,0.125505,0.711402,0.958514,3.86357,1,-1,1,0,1,1,0,conflict
DTLZ2,3,1,8,15,-1.9884,0.140078,0.492845,2.45473,0.224123,3.76117,0.615383,1.7499,-1,1,1,0,1,1,0,conflict
